,spent_rate,customer_state,customer_city,customer_count,total_spent,customer_count_percent,total_spent_percent
0,high,SP,sao paulo,4476,971150.61,4.7045468878098005,8.8761325427095
1,high,RJ,rio de janeiro,2405,522570.92,2.527800550755712,4.776199181799045
2,med,SP,sao paulo,4859,426314.4,5.107103066994598,3.8964328295748856
3,med,RJ,rio de janeiro,2161,190437.24,2.271341783859915,1.740560285811672
4,low,SP,sao paulo,5509,187077.51,5.790292405036682,1.709852990279296
5,high,MG,belo horizonte,864,185738.09,0.9081162893359399,1.6976109452989032
6,high,DF,brasilia,659,143380.82,0.6926488827226671,1.3104735241862984
7,high,PR,curitiba,490,108001.92,0.5150196548317252,0.9871170824750943
8,high,RS,porto alegre,462,102654.20999999999,0.48558996026991236,0.9382400264642115
9,high,SP,campinas,446,98414.73,0.46877299194887645,0.8994919826441431
10,high,BA,salvador,423,94329.36,0.44459859998738727,0.8621524750202855
11,med,MG,belo horizonte,930,82144.49,0.9774862836602132,0.7507850722487579
12,high,SP,guarulhos,360,77062.16,0.37838178722330834,0.7043335391484608
13,low,RJ,rio de janeiro,2004,70299.75,2.1063252822097493,0.6425263932227179
14,high,RJ,niteroi,293,61378.27,0.30796073237897037,0.5609857566399616
15,med,DF,brasilia,630,56496.74,0.6621681276407896,0.5163694974881369
16,high,SP,sao bernardo do campo,268,54356.45,0.2816842193773518,0.49680765247232034
17,high,CE,fortaleza,226,53708.32,0.23753967753463245,0.4908838670927217
18,high,GO,goiania,232,52282.85,0.2438460406550209,0.4778553414187728
19,high,SP,santos,226,49185.02,0.23753967753463245,0.44954176225644105
20,high,SP,santo andre,233,48822.3,0.24489710117508567,0.4462265701917503
21,high,PE,recife,208,46415.56,0.21862058817346702,0.4242294226681127
22,high,SP,osasco,209,44272.95,0.21967164869353176,0.4046463732919352
23,high,SP,sao jose dos campos,207,43671.18,0.21756952765340226,0.3991463095271333
24,high,SC,florianopolis,189,43373.5,0.19865043829223689,0.396425570737386
25,high,PA,belem,187,43314.47,0.1965483172521074,0.39588604772354974
26,med,PR,curitiba,480,42024.13,0.5045090496310778,0.38409258464251456
27,med,RS,porto alegre,462,40958.31,0.48558996026991236,0.3743511918150203
28,high,SP,sorocaba,191,40535.39,0.20075255933236635,0.3704857831582079
29,high,SP,jundiai,183,40018.61,0.1923440751718484,0.3657625118878316
30,high,MG,juiz de fora,164,36366.46,0.17237392529061824,0.33238255296894
31,med,BA,salvador,407,35719.29,0.42778163166635136,0.3264675418074217
32,high,SP,ribeirao preto,158,35125.31,0.16606756217022978,0.32103867716641754
33,med,SP,campinas,401,34926.88,0.42147526854596284,0.31922506456883104
34,med,SP,guarulhos,376,33269.43,0.39519875554434425,0.30407628565500855
35,high,RJ,nova iguacu,154,33053.8,0.16186332008997079,0.30210546831681584
36,low,MG,belo horizonte,858,30455.89,0.9018099262155514,0.2783610632198243
37,high,MA,sao luis,125,28577.46,0.13138256500809317,0.2611925689816321
38,high,SP,barueri,135,28369.739999999998,0.14189317020874062,0.2592940475444972
39,high,RJ,sao goncalo,134,27793.14,0.1408421096886759,0.25402403280998936
40,high,ES,vitoria,123,26841.37,0.12928044396796368,0.24532503537006123
41,high,PB,joao pessoa,116,26513.149999999998,0.12192302032751046,0.2423251667676329
42,high,SP,mogi das cruzes,125,26511.13,0.13138256500809317,0.2423067043504222
43,high,PI,teresina,119,25894.059999999998,0.12507620188770469,0.23666680148496472
44,high,MG,uberlandia,122,25885.79,0.12822938344789891,0.23659121525212679
45,high,SP,sao jose do rio preto,115,25529.31,0.12087195980744572,0.23333305560495823
46,high,MS,campo grande,118,24983.97,0.12402514136763995,0.2283487513466917
47,med,SP,sao bernardo do campo,286,24903.66,0.30060330873851715,0.2276147331654077
48,high,SP,piracicaba,114,24482.14,0.11982089928738097,0.22376212024329575
49,high,MG,contagem,122,24435.78,0.12822938344789891,0.22333839862849902
50,med,RJ,niteroi,266,23636.09,0.27958209833722225,0.21602938356946574
51,high,ES,vila velha,110,23535.79,0.115616657207122,0.2151126605762796
52,high,PR,londrina,101,22988.27,0.10615711252653928,0.21010843153112221
53,med,SP,santo andre,263,22860.1,0.276428916777028,0.20893698201929098
54,high,SP,indaiatuba,99,21672.84,0.10405499148640979,0.19808565060463298
55,high,AL,maceio,92,21636.329999999998,0.09669756784595657,0.19775195612326482
56,med,GO,goiania,237,21282.26,0.24910134325534464,0.19451582341940218
57,high,ES,serra,97,20858.89,0.1019528704462803,0.19064630184786457
58,med,SP,santos,234,20654.32,0.2459481616951504,0.18877657081380583
59,high,MT,cuiaba,92,20529.04,0.09669756784595657,0.18763153535432067
60,low,DF,brasilia,600,20504.22,0.6306363120388472,0.18740468525770174
61,high,PR,maringa,96,19771.81,0.10090180992621556,0.1807105966491327
62,high,SP,bauru,89,19573.6,0.09354438628576234,0.17889899480985622
63,high,RJ,campos dos goytacazes,97,19520.8,0.1019528704462803,0.1784164128154372
64,med,SP,osasco,222,19483.99,0.2333354354543735,0.17807997639091894
65,high,SP,maua,87,19079.85,0.09144226524563284,0.17438621337530322
66,high,SE,aracaju,84,18863.38,0.0882890836854386,0.1724077185962902
67,high,RJ,macae,86,18745.85,0.09039120472556811,0.1713335166681828
68,high,RJ,duque de caxias,88,18738.39,0.09249332576569759,0.17126533368185012
69,low,SP,campinas,537,18452.07,0.5644194992747683,0.1686484231393869
70,high,RJ,petropolis,83,18373.16,0.08723802316537385,0.16792720069280345
71,med,PE,recife,207,18316.05,0.21756952765340226,0.1674052261151279
72,med,CE,fortaleza,205,18263.3,0.2154674066132728,0.16692310111123387
73,high,SP,sao caetano do sul,80,18195.47,0.08408484160517962,0.1663031477649944
74,high,SP,praia grande,82,17953.92,0.08618696264530912,0.16409542653863232
75,high,RN,natal,77,17838.7,0.08093166004498539,0.1630423375727808
76,med,SP,sao jose dos campos,210,17807.32,0.22072270921359652,0.16275553031927947
77,med,SP,sorocaba,201,17688.94,0.2112631645330138,0.1616735595522468
78,high,SP,taboao da serra,78,17437.22,0.08198272056505014,0.15937288645309608
79,high,RS,caxias do sul,74,17031.5,0.07777847848479115,0.1556646825368898
80,high,SC,joinville,79,16995.989999999998,0.08303378108511489,0.155340127866022
81,high,SP,cotia,78,16878.7,0.08198272056505014,0.1542681194924347
82,low,PR,curitiba,482,16771.17,0.5066111706712072,0.15328531566933093
83,high,MG,uberaba,78,16498.51,0.08198272056505014,0.15079325493830265
84,high,SP,guaruja,74,16351.1,0.07777847848479115,0.14944595547244452
85,med,SC,florianopolis,185,16231.66,0.19444619621197787,0.14835429650628146
86,med,SP,jundiai,186,16224.12,0.19549725673204266,0.14828538233510874
87,high,RJ,volta redonda,72,16218.61,0.07567635744466165,0.14823502197925176
88,high,SP,sao carlos,71,15315.22,0.07462529692459692,0.1399782085713311
89,high,RS,santa maria,64,14820.52,0.0672678732841437,0.13545674431680277
90,high,SP,diadema,70,14803.22,0.07357423640453217,0.13529862559514652
91,high,MG,montes claros,70,14717.11,0.07357423640453217,0.13451159651296046
92,high,SP,taubate,66,14583.91,0.0693699943242732,0.13329417375431246
93,high,SP,carapicuiba,69,14501.19,0.07252317588446743,0.13253812862972264
94,high,MG,betim,63,14287.22,0.06621681276407895,0.1305824833769605
95,high,RJ,nova friburgo,62,14242.5,0.0651657522440142,0.13017375105138437
96,high,RS,canoas,62,14241.28,0.0651657522440142,0.13016260048257394
97,high,SP,suzano,66,13874.1,0.0693699943242732,0.12680664486305157
98,high,BA,feira de santana,61,13792.97,0.06411469172394946,0.12606513203715733
99,low,RS,porto alegre,396,13779.34,0.41621996594563915,0.12594055642003743
100,med,SP,ribeirao preto,156,13744.07,0.16396544113010028,0.1256181953036897
101,high,SP,marilia,57,13674.63,0.05991044964369049,0.12498352686254467
102,low,SP,guarulhos,407,13630.97,0.42778163166635136,0.12458448273609893
103,high,MG,divinopolis,60,13532.279999999999,0.06306363120388472,0.12368247483781833
104,high,SP,americana,62,13497.73,0.0651657522440142,0.1233666943850309
105,high,SC,blumenau,65,13449.35,0.06831893380420845,0.12292451035302346
106,med,MG,contagem,149,13353.65,0.15660801748964706,0.12204983048813894
107,med,RJ,nova iguacu,148,13313.38,0.1555569569695823,0.12168177031928944
108,high,PR,cascavel,56,13179.83,0.05885938912362574,0.1204611486269663
109,high,MG,ipatinga,63,13179.26,0.06621681276407895,0.12045593893498109
110,high,SP,santana de parnaiba,60,12820.27,0.06306363120388472,0.11717483836345668
111,high,SP,franca,58,12594.43,0.06096151016375523,0.11511070356005526
112,high,SP,limeira,56,12566.859999999999,0.05885938912362574,0.11485871898456032
113,low,BA,salvador,368,12510.23,0.38679027138382627,0.1143411315159249
114,med,MG,juiz de fora,137,12453.39,0.14399529124887012,0.11382162468708441
115,high,SP,atibaia,53,12326.77,0.0557062075634315,0.11266434188152877
116,med,RJ,sao goncalo,138,12117.15,0.14504635176893485,0.1107484548044432
117,high,RJ,sao joao de meriti,56,12111.75,0.05885938912362574,0.11069909982774126
118,high,SP,sumare,56,12065.35,0.05885938912362574,0.11027501262052453
119,high,RO,porto velho,50,11765.029999999999,0.05255302600323727,0.10753014473105627
120,med,SP,barueri,138,11717.44,0.14504635176893485,0.10709518114934412
121,med,MG,uberlandia,131,11692.05,0.13768892812848166,0.10686312136073993
122,low,SP,sao bernardo do campo,344,11684.13,0.36156481890227243,0.10679073406157709
123,high,AM,manaus,54,11526.46,0.056757268083496244,0.10534966013998526
124,high,RS,pelotas,53,11377.94,0.0557062075634315,0.10399221548447171
125,high,SP,valinhos,51,11357.67,0.05360408652330201,0.1038069515256294
126,high,MG,pouso alegre,51,11272.83,0.05360408652330201,0.10303153000277882
127,med,SP,mogi das cruzes,127,11088.25,0.13348468604822264,0.10134450378062228
128,high,SC,sao jose,48,10905.97,0.05045090496310778,0.09967849912261657
129,high,SP,presidente prudente,46,10825.51,0.04834878392297828,0.09894310996975758
130,high,PR,ponta grossa,48,10817.75,0.05045090496310778,0.09887218504027477
131,high,PE,jaboatao dos guararapes,45,10630.72,0.04729772340291354,0.09716276628239234
132,high,RJ,rio das ostras,49,10591.68,0.05150196548317252,0.09680594808045827
133,med,SP,piracicaba,123,10527.28,0.12928044396796368,0.09621734428423506
134,high,SP,braganca paulista,47,10473.73,0.04939984444304303,0.09572790743194075
135,high,RS,novo hamburgo,47,10450.11,0.04939984444304303,0.09551202510792224
136,high,MG,governador valadares,47,10349.02,0.04939984444304303,0.0945880816644408
137,high,SP,rio claro,40,10237.57,0.04204242080258981,0.09356944978417561
138,high,TO,palmas,45,10135.15,0.04729772340291354,0.0926333503927287
139,med,SP,praia grande,112,9997.52,0.11771877824725148,0.09137543827356408
140,high,SP,paulinia,47,9982.27,0.04939984444304303,0.09123605616343358
141,high,MG,pocos de caldas,46,9968.4,0.04834878392297828,0.09110928699179358
142,high,RJ,teresopolis,46,9887.85,0.04834878392297828,0.09037307525598955
143,med,PA,belem,110,9865.1,0.115616657207122,0.09016514456710635
144,high,PA,ananindeua,41,9827.51,0.04309348132265456,0.08982157909039779
145,low,SP,osasco,281,9805.71,0.29534800613819345,0.08962233122148992
146,med,SP,carapicuiba,113,9799.65,0.11876983876731623,0.08956694396985775
147,high,SP,itaquaquecetuba,46,9744.49,0.04834878392297828,0.08906279202265786
148,high,RS,rio grande,46,9743.62,0.04834878392297828,0.08905484038752257
149,high,RJ,cabo frio,45,9742.68,0.04729772340291354,0.0890462489656522
150,high,SP,itapevi,48,9732.41,0.05045090496310778,0.08895238311181351
151,high,SC,balneario camboriu,42,9657.359999999999,0.0441445418427193,0.08826644033376144
152,high,SP,embu das artes,43,9618.68,0.045195602362784054,0.08791291246360751
153,high,RJ,barra mansa,43,9618.38,0.045195602362784054,0.0879101705204574
154,high,MG,sete lagoas,45,9587.77,0.04729772340291354,0.08763040092104137
155,high,SP,araraquara,45,9534.51,0.04729772340291354,0.08714361461379216
156,high,SP,sao vicente,43,9522.25,0.045195602362784054,0.08703156053705774
157,high,BA,vitoria da conquista,43,9393.61,0.045195602362784054,0.08585581531429137
158,med,ES,vitoria,108,9348.82,0.11351453616699249,0.08544644320198022
159,low,SP,santo andre,269,9335.9,0.2827352798974165,0.08532835685031556
160,high,ES,cariacica,41,9321.39,0.04309348132265456,0.08519573819995532
161,high,SP,jacarei,48,9318.92,0.05045090496310778,0.08517316286801944
162,high,GO,anapolis,40,9312.02,0.04204242080258981,0.08511009817556696
163,high,RS,passo fundo,38,9288.89,0.03994029976246032,0.08489869435869361
164,med,SP,sao jose do rio preto,103,9264.52,0.10825923356666876,0.08467595717679983
165,high,RJ,angra dos reis,40,9210.31,0.04204242080258981,0.08418048804957529
166,high,MG,nova lima,36,9082.46,0.03783817872233083,0.0830119632771042
167,high,SC,criciuma,39,9074.32,0.04099136028252507,0.08293756521963126
168,med,PR,londrina,102,9056.54,0.10720817304660402,0.08277505938893487
169,high,SP,aracatuba,43,9031.01,0.045195602362784054,0.08254172002686065
170,med,ES,vila velha,104,8957.42,0.10931029408673351,0.08186912137213913
171,low,RJ,niteroi,246,8929.73,0.25856088793592735,0.08161604001938413
172,high,SP,hortolandia,41,8895.68,0.04309348132265456,0.08130482947184688
173,high,RJ,mage,42,8814.06,0.0441445418427193,0.08055883813880745
174,high,RJ,marica,45,8813.73,0.04729772340291354,0.08055582200134233
175,high,PB,campina grande,31,8751.75,0.0325828761220071,0.07998933654652998
176,med,SP,taubate,102,8716.99,0.10720817304660402,0.07967163673353746
177,med,MS,campo grande,97,8679.51,0.1019528704462803,0.07932907663598394
178,high,PR,sao jose dos pinhais,40,8652.75,0.04204242080258981,0.0790844953069943
179,high,SP,botucatu,39,8637.619999999999,0.04099136028252507,0.07894620997412383
180,high,ES,cachoeiro de itapemirim,43,8624.15,0.045195602362784054,0.07882309672668397
181,med,MA,sao luis,101,8616.67,0.10615711252653928,0.07875473094414129
182,high,SC,chapeco,37,8524.46,0.038889239242395575,0.07791194901790303
183,high,RS,gravatai,38,8520.98,0.03994029976246032,0.07788014247736179
184,high,SC,itajai,37,8474.61,0.038889239242395575,0.07745632946446007
185,med,SP,maua,98,8389.45,0.10300393096634504,0.07667798320224938
186,high,MG,patos de minas,39,8364.77,0.04099136028252507,0.07645241267910048
187,high,AC,rio branco,33,8352.18,0.0346849971621366,0.07633734246490094
188,high,SP,caraguatatuba,36,8330.67,0.03783817872233083,0.07614074514103818
189,high,MG,barbacena,40,8226.5,0.04204242080258981,0.07518865108121563
190,low,SP,sao jose dos campos,244,8093.37,0.25645876689579783,0.07397186810930263
191,high,RJ,resende,40,8080.4,0.04204242080258981,0.07385332476711295
192,med,SC,joinville,88,7949.18,0.09249332576569759,0.07265399883325567
193,high,MG,araxa,36,7918.219999999999,0.03783817872233083,0.0723710303001645
194,med,PI,teresina,87,7839.89,0.09144226524563284,0.07165510894367126
195,low,SP,santos,224,7783.75,0.23543755649450296,0.07114199998218103
196,high,PE,olinda,37,7777.87,0.038889239242395575,0.07108825789643891
197,med,RJ,duque de caxias,86,7746.54,0.09039120472556811,0.07080190763346261
198,high,MG,itajuba,33,7714.86,0.0346849971621366,0.07051235843681118
199,high,RJ,belford roxo,40,7709.5599999999995,0.04204242080258981,0.07046391744115926
200,med,SP,diadema,87,7618.84,0.09144226524563284,0.06963475383256656
201,med,AL,maceio,86,7550.85,0.09039120472556811,0.06901333811664706
202,high,RJ,nilopolis,37,7548.37,0.038889239242395575,0.06899067138660617
203,med,SP,sao caetano do sul,89,7523.56,0.09354438628576234,0.06876391268809223
204,high,GO,aparecida de goiania,36,7487.96,0.03783817872233083,0.06843853543427939
205,low,CE,fortaleza,209,7456.36,0.21967164869353176,0.06814971742246799
206,med,SP,indaiatuba,81,7432.17,0.08513590212524437,0.06792862540646427
207,high,SP,guaratingueta,33,7402.49,0.0346849971621366,0.06765735583081357
208,med,RS,caxias do sul,85,7387.25,0.08934014420550336,0.06751806511878808
209,high,PR,foz do iguacu,34,7379.43,0.03573605768220134,0.06744659180067528
210,high,SC,palhoca,37,7370.07,0.038889239242395575,0.06736104317439189
211,high,MG,ribeirao das neves,34,7326.58,0.03573605768220134,0.0669635528157312
212,high,ES,linhares,33,7309.12,0.0346849971621366,0.06680397172439492
213,med,MT,cuiaba,82,7297.24,0.08618696264530912,0.06669539077565063
214,med,SP,americana,81,7243.28,0.08513590212524437,0.06620220660105118
215,high,SP,tatui,31,7237.93,0.0325828761220071,0.06615330861487426
216,med,RJ,volta redonda,79,7224.54,0.08303378108511489,0.06603092655227442
217,low,SP,sorocaba,209,7211.38,0.21967164869353176,0.06591064664608969
218,med,SP,taboao da serra,81,7193.9800000000005,0.08513590212524437,0.06575161394338341
219,high,SP,assis,31,7123.82,0.0325828761220071,0.06511036483867812
220,high,SP,cacapava,33,7119.13,0.0346849971621366,0.06506749912743143
221,high,SC,jaragua do sul,33,7095.889999999999,0.0346849971621366,0.06485508993140304
222,med,ES,serra,82,7089.89,0.08618696264530912,0.0648002510684009
223,high,PE,petrolina,30,6979.429999999999,0.03153181560194236,0.06379066760053106
224,high,MG,lavras,33,6953.38,0.0346849971621366,0.06355257553699667
225,high,MG,vicosa,31,6936.36,0.0325828761220071,0.06339701596228053
226,low,GO,goiania,197,6912.53,0.20705892245275484,0.06317921427805695
227,med,PR,maringa,79,6879.13,0.08303378108511489,0.06287394460734491
228,med,MG,montes claros,75,6878.63,0.0788295390048559,0.06286937470209474
229,med,SP,bauru,83,6857.59,0.08723802316537385,0.06267707308916715
230,med,SP,suzano,74,6773.64,0.07777847848479115,0.06190978599766188
231,high,SP,mogi-guacu,31,6769.09,0.0325828761220071,0.061868199859885245
232,high,PE,caruaru,30,6644.099999999999,0.03153181560194236,0.06072581494544517
233,high,SP,santa barbara d'oeste,35,6585.81,0.036787118202266086,0.06019305539137917
234,high,RS,sao leopoldo,30,6554.01,0.03153181560194236,0.0599024094174677
235,high,SP,caieiras,28,6547.18,0.02942969456181287,0.059839984511750245
236,med,RS,santa maria,73,6499.54,0.0767274179647264,0.059404563939513065
237,med,SP,marilia,76,6492.59,0.07988059952492065,0.05934104225653556
238,high,SP,pindamonhangaba,29,6437.68,0.030480755081877614,0.058839175261960766
239,med,RJ,macae,73,6393.86,0.0767274179647264,0.058438668765834964
240,high,MG,varginha,30,6385.07,0.03153181560194236,0.0583583298315368
241,med,RJ,petropolis,69,6382.4800000000005,0.07252317588446743,0.05833465772234087
242,high,SP,itanhaem,29,6323.12,0.030480755081877614,0.05779211857103947
243,high,SP,amparo,27,6285.33,0.028378634041748122,0.05744672513223084
244,high,SC,lages,30,6283.23,0.03153181560194236,0.05742753153018008
245,high,SP,ourinhos,29,6264.71,0.030480755081877614,0.05725826223971341
246,med,MG,betim,70,6198.2300000000005,0.07357423640453217,0.05665064763764945
247,low,SP,jundiai,172,6191.36,0.18078240945113622,0.05658785713951196
248,high,SP,varzea paulista,28,6184.94,0.02942969456181287,0.05652917955609965
249,med,SP,sao carlos,72,6177.6900000000005,0.07567635744466165,0.05646291592997204
250,high,SP,birigui,27,6168.67,0.028378634041748122,0.056380474839258794
251,med,SE,aracaju,70,6158.24,0.07357423640453217,0.05628514661574003
252,med,RS,pelotas,71,6156.07,0.07462529692459692,0.056265313226954244
253,low,SP,ribeirao preto,173,6146.43,0.18183346997120095,0.05617720545373077
254,med,RS,canoas,70,6146.32,0.07357423640453217,0.05617620007457572
255,high,SP,itapetininga,28,6132.099999999999,0.02942969456181287,0.056046231969260604
256,high,SP,ferraz de vasconcelos,30,6108.35,0.03153181560194236,0.05582916146987704
257,high,SP,araras,27,6079.7699999999995,0.028378634041748122,0.055567945685776735
258,high,BA,itabuna,28,6036.63,0.02942969456181287,0.05517365426079119
259,high,SP,itatiba,26,6013.97,0.027327573521683378,0.054966546154853024
260,high,SP,mogi mirim,29,6008.87,0.030480755081877614,0.054919933121301175
261,low,SC,florianopolis,169,5999.95,0.17762922789094196,0.05483840601163796
262,low,PE,recife,171,5979.59,0.17973134893107146,0.05465231946985063
263,high,RJ,mesquita,27,5962.5199999999995,0.028378634041748122,0.054496302904609474
264,high,SP,pirassununga,28,5910.37,0.02942969456181287,0.05401966178701567
265,high,BA,barreiras,26,5875.54,0.027327573521683378,0.05370132218728811
266,med,SP,guaruja,66,5810.0,0.0693699943242732,0.05310229900709448
267,high,SP,ubatuba,25,5785.47,0.026276513001618634,0.05287809945552065
268,med,SP,cotia,69,5773.3,0.07252317588446743,0.052766867961731266
269,high,SP,sao joao da boa vista,27,5764.84,0.028378634041748122,0.05268954516489821
270,med,PB,joao pessoa,63,5701.33,0.06621681276407895,0.05210907580002032
271,high,SP,salto,24,5631.83,0.02522545248155389,0.05147385897024526
272,high,SP,itu,28,5606.91,0.02942969456181287,0.05124609489257628
273,high,SP,mairipora,26,5568.83,0.027327573521683378,0.050898050908722556
274,high,AP,macapa,24,5524.18,0.02522545248155389,0.050489958369881446
275,med,SP,jacarei,62,5506.42,0.0651657522440142,0.05032763533539505
276,high,SP,franco da rocha,28,5475.14,0.02942969456181287,0.05004174206294377
277,med,RN,natal,64,5470.9,0.0672678732841437,0.05000298926642224
278,high,PR,pato branco,23,5431.32,0.02417439196148914,0.04964123556681797
279,high,SP,vinhedo,27,5427.9,0.028378634041748122,0.04960997741490674
280,med,SP,valinhos,64,5412.09,0.0672678732841437,0.04946547701089604
281,med,RJ,campos dos goytacazes,60,5411.17,0.06306363120388472,0.049457068385235704
282,high,SP,jaguariuna,24,5367.29,0.02522545248155389,0.04905601350047989
283,high,MG,itabira,25,5330.49,0.026276513001618634,0.04871966847406663
284,high,GO,rio verde,25,5322.15,0.026276513001618634,0.04864344245449362
285,high,MT,rondonopolis,22,5319.96,0.023123331441424397,0.04862342626949783
286,high,SP,catanduva,25,5315.25,0.026276513001618634,0.04858037776204113
287,high,SP,votuporanga,23,5302.82,0.02417439196148914,0.04846676991752165
288,high,MG,santa luzia,26,5258.45,0.027327573521683378,0.04806123652562066
289,med,SP,araraquara,57,5253.39,0.05991044964369049,0.048014989084488834
290,med,MG,ipatinga,60,5245.91,0.06306363120388472,0.047946623301946135
291,high,MS,dourados,24,5222.0599999999995,0.02522545248155389,0.047728638821512535
292,high,BA,ilheus,26,5204.28,0.027327573521683378,0.04756613299081613
293,med,SC,blumenau,57,5186.94,0.05991044964369049,0.04740764867673987
294,high,SC,tubarao,23,5174.4,0.02417439196148914,0.04729303545306535
295,high,MG,paracatu,26,5164.15,0.027327573521683378,0.047199352395436656
296,high,RS,lajeado,21,5138.33,0.02207227092135965,0.04696336248831735
297,high,PR,francisco beltrao,23,5137.89,0.02417439196148914,0.0469593409716972
298,high,SP,sao sebastiao,23,5124.54,0.02417439196148914,0.04683732450151738
299,high,RJ,araruama,23,5115.48,0.02417439196148914,0.04675451781838411
300,high,MG,muriae,22,5102.9,0.023123331441424397,0.04663953900228958
301,med,BA,feira de santana,58,5049.27,0.06096151016375523,0.04614937096515525
302,med,SP,rio claro,59,5025.11,0.062012570683819976,0.045928553143466534
303,med,SP,itapevi,56,5016.19,0.05885938912362574,0.04584702603380332
304,high,MG,conselheiro lafaiete,25,5005.83,0.026276513001618634,0.04575233759701959
305,med,MG,uberaba,55,4997.57,0.057808328603561,0.045676842762286604
306,high,SP,ribeirao pires,24,4989.89,0.02522545248155389,0.045606649017643844
307,low,SP,barueri,141,4978.54,0.14819953332912908,0.04550291216846475
308,high,RS,santa cruz do sul,21,4949.33,0.02207227092135965,0.04523593830374922
309,high,SP,sao roque,23,4917.7,0.02417439196148914,0.04494684609762282
310,low,PA,belem,133,4903.65,0.13979104916861113,0.04481843176009275
311,med,SP,aracatuba,57,4901.56,0.05991044964369049,0.044799329556147
312,high,MG,caratinga,21,4881.01,0.02207227092135965,0.044611506450364595
313,high,SP,votorantim,23,4876.32,0.02417439196148914,0.0445686407391179
314,high,SP,poa,21,4874.88,0.02207227092135965,0.04455547941199738
315,high,MG,itauna,24,4870.01,0.02522545248155389,0.044510968534860626
316,med,SP,sumare,55,4862.75,0.057808328603561,0.044444613510628006
317,high,SP,cajamar,23,4848.21,0.02417439196148914,0.04431172066595277
318,med,SP,franca,53,4839.89,0.0557062075634315,0.04423567744258977
319,med,SC,sao jose,55,4822.16,0.057808328603561,0.044073628602418376
320,low,MG,contagem,143,4815.33,0.15030165436925857,0.04401120369670091
321,high,GO,jatai,22,4801.09,0.023123331441424397,0.04388105279517578
322,high,ES,guarapari,22,4783.3099999999995,0.023123331441424397,0.04371854696447936
323,high,SP,lorena,24,4770.64,0.02522545248155389,0.043602745565439804
324,high,SP,boituva,20,4765.43,0.021021210401294906,0.04355512715273293
325,high,CE,sobral,20,4760.05,0.021021210401294906,0.04350595497224099
326,high,PR,guarapuava,23,4756.83,0.02417439196148914,0.043476524782429825
327,high,SP,barretos,22,4734.26,0.023123331441424397,0.04327023925943669
328,med,RJ,rio das ostras,53,4733.4400000000005,0.0557062075634315,0.0432627446148264
329,high,MG,nova serrana,22,4732.88,0.023123331441424397,0.043257626320946194
330,med,ES,cariacica,54,4730.82,0.056757268083496244,0.04323879831131544
331,med,PE,jaboatao dos guararapes,51,4722.4,0.05360408652330201,0.04316184110690241
332,high,SC,itapema,21,4719.76,0.02207227092135965,0.04313771200718146
333,high,MG,sao joao del rei,19,4717.24,0.01997014988123016,0.04311467968472055
334,high,SP,avare,22,4698.93,0.023123331441424397,0.04294732975445895
335,high,SP,jau,21,4695.69,0.02207227092135965,0.04291771676843778
336,high,RS,bento goncalves,21,4681.11,0.02207227092135965,0.04278445833134253
337,med,SP,braganca paulista,55,4666.94,0.057808328603561,0.042654947216552414
338,high,RS,bage,20,4657.5199999999995,0.021021210401294906,0.042568850201639016
339,med,SP,presidente prudente,54,4649.79,0.056757268083496244,0.04249819946647124
340,high,RR,boa vista,19,4644.349999999999,0.01997014988123016,0.04244847889734927
341,high,SC,brusque,19,4624.0,0.01997014988123016,0.04226248375366694
342,med,SP,embu das artes,51,4618.41,0.05360408652330201,0.04221139221296992
343,high,RJ,itaborai,21,4616.4,0.02207227092135965,0.0421930211938642
344,high,MG,manhuacu,21,4597.67,0.02207227092135965,0.04202183254319245
345,low,RJ,nova iguacu,127,4542.48,0.13348468604822264,0.041517406401677545
346,med,PR,ponta grossa,51,4514.65,0.05360408652330201,0.041263045475452516
347,high,RS,cachoeirinha,18,4491.639999999999,0.018919089361165414,0.04105273843583922
348,high,PR,toledo,19,4480.86,0.01997014988123016,0.04095421127864533
349,med,SP,limeira,51,4462.68,0.05360408652330201,0.04078804952374879
350,high,SP,matao,20,4449.58,0.021021210401294906,0.04066831800619406
351,high,BA,lauro de freitas,20,4439.86,0.021021210401294906,0.04057947904813056
352,high,SP,lins,20,4431.46,0.021021210401294906,0.04050270463992753
353,low,ES,vitoria,133,4430.53,0.13979104916861113,0.04049420461616219
354,high,SP,francisco morato,22,4417.48,0.023123331441424397,0.04037493008913248
355,high,MG,ouro preto,20,4410.36,0.021021210401294906,0.04030985463836992
356,low,SP,carapicuiba,135,4407.38,0.14189317020874062,0.04028261800307885
357,high,PR,paranagua,19,4382.79,0.01997014988123016,0.040057870062874985
358,high,SP,lencois paulista,22,4335.85,0.023123331441424397,0.039628847357988065
359,high,SP,itapira,18,4307.95,0.018919089361165414,0.039373846645028
360,high,MG,unai,19,4283.88,0.01997014988123016,0.03915385140628433
361,med,RJ,nova friburgo,48,4264.39,0.05045090496310778,0.0389757164996323
362,low,RJ,sao goncalo,123,4260.57,0.12928044396796368,0.03894080242352092
363,high,SP,bertioga,18,4249.97,0.018919089361165414,0.0388439204322171
364,med,RJ,marica,47,4241.31,0.04939984444304303,0.03876476967328398
365,med,SP,hortolandia,48,4227.81,0.05045090496310778,0.03864138223152912
366,high,RJ,itaguai,21,4221.87,0.02207227092135965,0.038587091757156966
367,high,AL,arapiraca,15,4211.92,0.01576590780097118,0.03849615064267839
