,spent_rate,customer_state,customer_city,customer_count,total_spent,customer_count_percent,total_spent_percent
690,high,SP,aguas de lindoia,10,2109.3,0.010510605200647453,0.0192786022884104
691,high,RJ,sao pedro da aldeia,10,2107.98,0.010510605200647453,0.019266537738549923
692,low,SE,aracaju,61,2107.43,0.06411469172394946,0.01926151084277472
693,med,MG,lagoa santa,23,2104.85,0.02417439196148914,0.019237930131683793
694,med,SC,jaragua do sul,21,2102.57,0.02207227092135965,0.019217091363742972
695,low,RS,pelotas,55,2098.8,0.057808328603561,0.019182634278156613
696,low,RN,natal,60,2092.82,0.06306363120388472,0.019127978211364458
697,high,SP,monte mor,9,2085.31,0.009459544680582707,0.019059338234506746
698,high,SP,cerquilho,10,2083.22,0.010510605200647453,0.019040236030560993
699,low,BA,feira de santana,57,2082.3,0.05991044964369049,0.019031827404900666
700,high,MG,mariana,10,2075.96,0.010510605200647453,0.01897388100632838
701,high,PA,tucurui,8,2071.47,0.008408484160517963,0.01893284325718176
702,high,MT,sorriso,8,2067.54,0.008408484160517963,0.018896923801915343
703,med,BA,camacari,24,2064.32,0.02522545248155389,0.018867493612104182
704,high,BA,jacobina,8,2062.91,0.008408484160517963,0.018854606479298673
705,med,SC,brusque,21,2061.69,0.02207227092135965,0.018843455910488235
706,low,SP,presidente prudente,58,2058.96,0.06096151016375523,0.01881850422782225
707,high,RJ,paraiba do sul,9,2056.04,0.009459544680582707,0.018791815981161197
708,med,MG,caratinga,22,2054.98,0.023123331441424397,0.018782127782030814
709,med,PR,toledo,25,2051.75,0.026276513001618634,0.01875260619411465
710,med,MG,araxa,24,2050.89,0.02522545248155389,0.01874474595708434
711,high,SP,piedade,10,2048.64,0.010510605200647453,0.01872418138345853
712,high,RS,santana do livramento,8,2041.59,0.008408484160517963,0.01865974571943099
713,med,RS,viamao,23,2039.02,0.02417439196148914,0.018636256406445062
714,med,SP,aruja,23,2035.83,0.02417439196148914,0.018607100410948908
715,med,TO,palmas,24,2034.28,0.02522545248155389,0.018592933704673353
716,low,SC,sao jose,61,2033.6299999999999,0.06411469172394946,0.018586992827848117
717,high,RS,alegrete,8,2030.75,0.008408484160517963,0.01856067017360708
718,med,RJ,mesquita,23,2021.04,0.02417439196148914,0.018471922613648578
719,med,ES,guarapari,23,2018.43,0.02417439196148914,0.01844806770824264
720,med,RJ,sao pedro da aldeia,21,2018.1000000000001,0.02207227092135965,0.018445051570777523
721,med,SP,lorena,24,2008.42,0.02522545248155389,0.01835657820513403
722,med,RJ,angra dos reis,21,2006.32,0.02207227092135965,0.018337384603083273
723,high,MT,nova xavantina,8,1999.79,0.008408484160517963,0.01827770164051592
724,med,SP,jandira,23,1999.16,0.02417439196148914,0.01827194355990069
725,high,MG,sao lourenco,9,1996.99,0.009459544680582707,0.01825211017111491
726,high,MG,frutal,10,1996.08,0.010510605200647453,0.018243792943559583
727,high,SC,joacaba,8,1990.85,0.008408484160517963,0.018195991734642696
728,high,MG,salinas,7,1990.5,0.0073574236404532175,0.01819279280096757
729,high,MG,bom despacho,9,1989.96,0.009459544680582707,0.018187857303297375
730,high,MG,monte carmelo,8,1987.3899999999999,0.008408484160517963,0.018164367990311445
731,high,RJ,miguel pereira,8,1974.73,0.008408484160517963,0.018048657989376885
732,high,MT,barra do garcas,9,1972.56,0.009459544680582707,0.018028824600591103
733,high,PR,cambe,8,1969.9399999999998,0.008408484160517963,0.018004878297080158
734,low,PI,teresina,62,1965.32,0.0651657522440142,0.017962652372568493
735,high,GO,trindade,9,1954.59,0.009459544680582707,0.017864582205899624
736,high,SP,aparecida,8,1950.3,0.008408484160517963,0.017825372418853076
737,high,SP,novo horizonte,8,1949.72,0.008408484160517963,0.017820071328762867
738,high,SP,guaira,9,1945.3999999999999,0.009459544680582707,0.01778058734740131
739,med,SP,mogi mirim,23,1944.1,0.02417439196148914,0.017768705593750843
740,high,SP,mairinque,10,1942.68,0.010510605200647453,0.017755727062840333
741,high,PR,campo largo,10,1941.97,0.010510605200647453,0.017749237797385076
742,high,SE,itabaiana,7,1940.4499999999998,0.0073574236404532175,0.017735345285424524
743,high,SC,tijucas,8,1939.58,0.008408484160517963,0.017727393650289212
744,high,SC,imbituba,9,1929.3799999999999,0.009459544680582707,0.017634167583185534
745,med,PR,campo mourao,20,1923.69,0.021021210401294906,0.017582162061438485
746,low,SC,blumenau,60,1921.91,0.06306363120388472,0.017565893198747844
747,high,RS,santa rosa,11,1921.1000000000001,0.011561665720712199,0.017558489952242552
748,high,MG,claudio,8,1918.83,0.008408484160517963,0.017537742582406732
749,med,RO,porto velho,22,1918.33,0.023123331441424397,0.017533172677156553
750,med,RS,alvorada,21,1916.6299999999999,0.02207227092135965,0.017517634999305937
751,high,RJ,natividade,8,1914.8899999999999,0.008408484160517963,0.01750173172903531
752,high,SP,piracaia,8,1912.51,0.008408484160517963,0.017479978980044452
753,high,RO,ariquemes,9,1909.77,0.009459544680582707,0.017454935899273466
754,low,SP,atibaia,53,1906.56,0.0557062075634315,0.017425597107567307
755,high,SC,fraiburgo,8,1900.83,0.008408484160517963,0.017373225993400243
756,high,SP,pederneiras,8,1890.83,0.008408484160517963,0.017281827888396637
757,high,MG,piumhii,8,1890.73,0.008408484160517963,0.017280913907346603
758,low,RS,caxias do sul,54,1887.21,0.056757268083496244,0.017248741774385335
759,high,MT,agua boa,8,1886.8899999999999,0.008408484160517963,0.017245817035025215
760,high,RS,dois irmaos,8,1881.6399999999999,0.008408484160517963,0.017197833029898326
761,med,SP,itapetininga,20,1870.78,0.021021210401294906,0.01709857468786441
762,high,RS,gramado,10,1869.22,0.010510605200647453,0.01708431658348385
763,high,SP,ibiuna,9,1868.94,0.009459544680582707,0.01708175743654375
764,high,MS,ponta pora,9,1866.92,0.009459544680582707,0.01706329501933302
765,med,SP,bebedouro,21,1865.42,0.02207227092135965,0.017049585303582478
766,high,SP,jales,8,1863.69,0.008408484160517963,0.017033773431416856
767,med,MG,sao joao del rei,21,1862.27,0.02207227092135965,0.017020794900506342
768,high,RJ,valenca,9,1856.1599999999999,0.009459544680582707,0.01696495065834914
769,high,BA,senhor do bonfim,9,1851.7,0.009459544680582707,0.016924187103517535
770,high,BA,teixeira de freitas,8,1849.8899999999999,0.008408484160517963,0.01690764404651188
771,high,MT,alta floresta,7,1849.6399999999999,0.0073574236404532175,0.01690535909388679
772,high,RS,venancio aires,9,1842.21,0.009459544680582707,0.016837450301869113
773,med,SP,mairipora,22,1840.4,0.023123331441424397,0.01682090724486346
774,high,MG,monte siao,7,1839.1899999999998,0.0073574236404532175,0.016809848074158022
775,med,RJ,barra do pirai,20,1838.34,0.021021210401294906,0.016802079235232716
776,med,PR,guarapuava,22,1835.99,0.023123331441424397,0.01678060068055687
777,med,SP,cosmopolis,20,1833.51,0.021021210401294906,0.016757933950515974
778,high,SP,pereira barreto,8,1832.73,0.008408484160517963,0.016750804898325696
779,med,RJ,itaborai,20,1826.3700000000001,0.021021210401294906,0.016692675703543405
780,high,SP,sao manuel,8,1824.48,0.008408484160517963,0.01667540146169772
781,high,PE,cabo de santo agostinho,8,1823.76,0.008408484160517963,0.01666882079813746
782,high,BA,campo formoso,8,1822.1999999999998,0.008408484160517963,0.016654562693756897
783,med,SP,artur nogueira,20,1816.8600000000001,0.021021210401294906,0.016605756105684974
784,high,SP,ibitinga,8,1814.8,0.008408484160517963,0.016586928096054228
785,high,SP,barrinha,9,1811.8899999999999,0.009459544680582707,0.01656033124749818
786,med,RS,santa cruz do sul,21,1811.8700000000001,0.02207227092135965,0.016560148451288174
787,med,SP,sao sebastiao,20,1811.67,0.021021210401294906,0.016558320489188105
788,low,MG,ipatinga,45,1810.4,0.04729772340291354,0.016546712929852644
789,high,PA,rondon do para,8,1805.1999999999998,0.008408484160517963,0.016499185915250767
790,high,RJ,parati,7,1798.19,0.0073574236404532175,0.016435115843643242
791,high,RJ,japeri,9,1794.85,0.009459544680582707,0.01640458887657204
792,high,SC,camboriu,10,1791.37,0.010510605200647453,0.016372782336030782
793,high,PA,castanhal,8,1788.29,0.008408484160517963,0.016344631719689674
794,med,SP,sertaozinho,20,1783.27,0.021021210401294906,0.016298749870977864
795,high,PI,picos,7,1779.33,0.0073574236404532175,0.016262739017606442
796,med,SP,varzea paulista,22,1775.85,0.023123331441424397,0.01623093247706519
797,high,GO,caldas novas,8,1774.27,0.008408484160517963,0.01621649157647462
798,high,SP,juquitiba,8,1772.06,0.008408484160517963,0.01619629259526882
799,med,SP,tupa,20,1770.52,0.021021210401294906,0.016182217287098268
800,med,MG,barbacena,20,1768.55,0.021021210401294906,0.01616421186041256
801,high,MG,sao gotardo,8,1767.21,0.008408484160517963,0.016151964514342074
802,med,MT,rondonopolis,20,1759.74,0.021021210401294906,0.01608369012990438
803,med,PR,apucarana,20,1759.3,0.021021210401294906,0.01607966861328422
804,high,SC,xanxere,9,1756.26,0.009459544680582707,0.016051883589363127
805,med,PR,paranavai,19,1755.47,0.01997014988123016,0.01604466313906784
806,med,SP,tatui,21,1755.21,0.02207227092135965,0.01604228678833775
807,high,SP,capao bonito,8,1754.71,0.008408484160517963,0.01603771688308757
808,med,SP,lins,20,1747.23,0.021021210401294906,0.01596935110054487
809,med,SC,sao miguel do oeste,19,1745.25,0.01997014988123016,0.015951254275754157
810,high,SP,cachoeira paulista,7,1738.82,0.0073574236404532175,0.015892485294236838
811,high,RS,carlos barbosa,8,1738.19,0.008408484160517963,0.015886727213621613
812,low,MG,uberaba,46,1737.57,0.04834878392297828,0.015881060531111386
813,low,MG,governador valadares,49,1734.73,0.05150196548317252,0.015855103469290366
814,high,MS,nova andradina,7,1730.48,0.0073574236404532175,0.015816259274663833
815,high,PR,medianeira,7,1727.4299999999998,0.0073574236404532175,0.01578838285263773
816,high,SC,indaial,8,1723.29,0.008408484160517963,0.01575054403716624
817,med,AP,macapa,19,1720.55,0.01997014988123016,0.01572550095639525
818,med,SP,catanduva,20,1714.97,0.021021210401294906,0.01567450081380324
819,high,RN,caico,6,1713.25,0.006306363120388472,0.015658780339742624
820,med,SP,itapeva,19,1709.97,0.01997014988123016,0.01562880176130144
821,high,BA,brumado,8,1709.8799999999999,0.008408484160517963,0.015627979178356406
822,high,GO,ipameri,8,1708.09,0.008408484160517963,0.01561161891756076
823,low,SP,hortolandia,54,1701.8,0.056757268083496244,0.015554129509513494
824,high,RS,ibiruba,7,1700.1499999999999,0.0073574236404532175,0.015539048822187897
825,high,MA,balsas,6,1699.84,0.006306363120388472,0.015536215480932787
826,high,MG,jacutinga,8,1699.09,0.008408484160517963,0.015529360623057516
827,med,SC,tubarao,20,1688.27,0.021021210401294906,0.015430467873443616
828,high,MT,juina,6,1687.6,0.006306363120388472,0.015424344200408373
829,med,MG,uba,18,1687.57,0.018919089361165414,0.015424070006093363
830,high,MG,cambui,7,1673.55,0.0073574236404532175,0.015295929862878309
831,high,SP,olimpia,7,1672.74,0.0073574236404532175,0.015288526616373017
832,low,RS,santa maria,50,1671.3899999999999,0.05255302600323727,0.01527618787219753
833,low,AM,manaus,48,1670.58,0.05045090496310778,0.015268784625692238
834,high,TO,gurupi,7,1667.48,0.0073574236404532175,0.015240451213141123
835,med,SP,ilhabela,19,1663.97,0.01997014988123016,0.015208370478284858
836,high,SP,piratininga,6,1661.5,0.006306363120388472,0.015185795146348966
837,high,SP,conchal,10,1659.5,0.010510605200647453,0.015167515525348245
838,med,PR,paranagua,18,1658.64,0.018919089361165414,0.015159655288317937
839,med,PE,caruaru,18,1655.9099999999999,0.018919089361165414,0.01513470360565195
840,high,SP,santo antonio de posse,7,1655.81,0.0073574236404532175,0.015133789624601914
841,high,PA,abaetetuba,6,1653.1999999999998,0.006306363120388472,0.015109934719195972
842,med,SP,amparo,20,1650.64,0.021021210401294906,0.015086536804315051
843,med,ES,sao mateus,19,1649.8,0.01997014988123016,0.015078859363494746
844,med,PR,colombo,19,1646.9,0.01997014988123016,0.015052353913043702
845,low,SP,ribeirao pires,47,1646.6399999999999,0.04939984444304303,0.015049977562313606
846,high,RS,estrela,9,1646.52,0.009459544680582707,0.015048880785053564
847,high,RS,panambi,7,1646.1799999999998,0.0073574236404532175,0.015045773249483443
848,high,MS,maracaju,8,1645.62,0.008408484160517963,0.01504065495560324
849,med,PB,campina grande,19,1638.15,0.01997014988123016,0.014972380571165551
850,med,SC,sao bento do sul,17,1635.38,0.01786802884110067,0.01494706329607955
851,med,SP,cruzeiro,18,1635.14,0.018919089361165414,0.014944869741559464
852,high,MG,espera feliz,6,1633.6399999999999,0.006306363120388472,0.014931160025808923
853,high,MG,pitangui,9,1633.39,0.009459544680582707,0.014928875073183835
854,high,PE,salgueiro,7,1628.27,0.0073574236404532175,0.014882079243421987
855,high,MG,santana do paraiso,7,1627.23,0.0073574236404532175,0.014872573840501611
856,low,SP,rio claro,48,1624.44,0.05045090496310778,0.014847073769205606
857,high,GO,pires do rio,6,1623.83,0.006306363120388472,0.014841498484800385
858,high,SP,bonfim paulista,7,1620.28,0.0073574236404532175,0.014809052157524106
859,med,MG,paracatu,18,1617.14,0.018919089361165414,0.014780353152552977
860,high,SP,holambra,8,1612.33,0.008408484160517963,0.01473639066404624
861,med,RJ,queimados,18,1610.93,0.018919089361165414,0.014723594929345735
862,med,SP,vargem grande paulista,19,1609.49,0.01997014988123016,0.014710433602225216
863,high,RS,estancia velha,8,1605.8799999999999,0.008408484160517963,0.014677438886318913
864,med,SP,peruibe,18,1604.5,0.018919089361165414,0.014664825947828416
865,low,SP,cajamar,45,1602.17,0.04729772340291354,0.014643530189362578
866,high,PE,serra talhada,7,1601.0,0.0073574236404532175,0.014632836611077157
867,low,SP,franca,46,1600.35,0.04834878392297828,0.01462689573425192
868,med,RS,bage,20,1598.0900000000001,0.021021210401294906,0.014606239762521107
869,high,SE,estancia,6,1596.94,0.006306363120388472,0.014595728980445694
870,high,SP,santa fe do sul,8,1596.56,0.008408484160517963,0.014592255852455556
871,high,MG,machado,8,1595.15,0.008408484160517963,0.014579368719650048
872,med,SP,fernandopolis,18,1594.07,0.018919089361165414,0.014569497724309656
873,high,ES,anchieta,8,1593.85,0.008408484160517963,0.014567486965999578
874,high,RS,taquara,6,1591.05,0.006306363120388472,0.014541895496598569
875,high,SP,campos do jordao,9,1588.05,0.009459544680582707,0.014514476065097487
876,high,RS,cruz alta,8,1584.21,0.008408484160517963,0.014479379192776105
877,high,ES,guacui,7,1583.6599999999999,0.0073574236404532175,0.014474352297000904
878,high,GO,piracanjuba,6,1579.53,0.006306363120388472,0.014436604879634416
879,high,SC,laguna,8,1576.86,0.008408484160517963,0.014412201585598453
880,high,RJ,pinheiral,6,1570.33,0.006306363120388472,0.014352518623031099
881,high,RJ,paraty,7,1569.9,0.0073574236404532175,0.014348588504515945
882,med,SP,leme,17,1569.29,0.01786802884110067,0.014343013220110725
883,high,RS,tramandai,9,1567.15,0.009459544680582707,0.014323454025639955
884,med,RS,erechim,18,1565.69,0.018919089361165414,0.014310109902309427
885,high,RS,farroupilha,8,1565.63,0.008408484160517963,0.014309561513679405
886,med,MG,alfenas,16,1564.86,0.016816968321035925,0.014302523859594126
887,high,RO,ji-parana,7,1563.2,0.0073574236404532175,0.01428735177416353
888,high,MG,barao de cocais,9,1560.74,0.009459544680582707,0.014264867840332643
889,high,BA,dias d'avila,8,1557.8899999999999,0.008408484160517963,0.014238819380406612
890,high,MG,santa vitoria,7,1556.74,0.0073574236404532175,0.0142283085983312
891,high,PR,laranjeiras do sul,7,1552.85,0.0073574236404532175,0.014192754735484796
892,high,GO,aguas lindas de goias,9,1552.4,0.009459544680582707,0.014188641820759637
893,med,GO,jatai,16,1550.99,0.016816968321035925,0.014175754687954128
894,med,RS,ijui,18,1550.65,0.018919089361165414,0.014172647152384005
895,med,MG,ibirite,17,1549.13,0.01786802884110067,0.014158754640423458
896,med,SP,avare,18,1548.66,0.018919089361165414,0.01415445892948829
897,med,SP,itupeva,17,1546.36,0.01786802884110067,0.014133437365337459
898,high,RS,imbe,8,1542.37,0.008408484160517963,0.01409696952144102
899,med,MG,pedro leopoldo,17,1540.37,0.01786802884110067,0.014078689900440299
900,high,SP,garca,7,1538.5,0.0073574236404532175,0.014061598454804624
901,high,TO,paraiso do tocantins,7,1535.88,0.0073574236404532175,0.014037652151293682
902,low,PE,jaboatao dos guararapes,38,1531.05,0.03994029976246032,0.013993506866576938
903,high,SC,ituporanga,6,1530.84,0.006306363120388472,0.013991587506371863
904,low,RJ,marica,41,1527.8799999999999,0.04309348132265456,0.013964533667290797
905,low,PR,cascavel,46,1525.05,0.04834878392297828,0.013938668003574775
906,med,SP,jaboticabal,17,1524.97,0.01786802884110067,0.013937936818734746
907,high,CE,aracati,6,1522.09,0.006306363120388472,0.013911614164493708
908,high,SP,cerqueira cesar,6,1516.1299999999999,0.006306363120388472,0.01385714089391156
909,low,PR,sao jose dos pinhais,50,1515.66,0.05255302600323727,0.013852845182976392
910,high,SP,paraguacu paulista,7,1513.53,0.0073574236404532175,0.013833377386610625
911,high,BA,itapetinga,6,1511.59,0.006306363120388472,0.013815646154239922
912,high,PE,ouricuri,6,1508.84,0.006306363120388472,0.013790511675363933
913,high,PR,matinhos,7,1508.25,0.0073574236404532175,0.01378511918716872
914,high,MT,campo novo do parecis,6,1505.94,0.006306363120388472,0.01376400622491289
915,high,MG,congonhas,8,1505.4,0.008408484160517963,0.013759070727242691
916,high,BA,serrinha,7,1495.55,0.0073574236404532175,0.01366904359381414
917,low,SP,araraquara,47,1495.44,0.04939984444304303,0.013668038214659103
918,high,SP,laranjal paulista,6,1495.1999999999998,0.006306363120388472,0.013665844660139013
919,high,SC,penha,7,1495.1,0.0073574236404532175,0.013664930679088978
920,high,SP,cravinhos,8,1494.79,0.008408484160517963,0.013662097337833868
921,high,RJ,cordeiro,7,1494.58,0.0073574236404532175,0.013660177977628793
922,high,RS,tres de maio,6,1494.09,0.006306363120388472,0.013655699470483616
923,low,RJ,sao joao de meriti,37,1493.16,0.038889239242395575,0.01364719944671828
924,low,RS,sao leopoldo,42,1486.36,0.0441445418427193,0.013585048735315828
925,med,MG,joao monlevade,16,1482.63,0.016816968321035925,0.013550957242149485
926,high,MG,capelinha,5,1475.9499999999998,0.005255302600323726,0.013489903308007072
927,high,ES,alegre,7,1475.9,0.0073574236404532175,0.013489446317482058
928,high,SC,campos novos,7,1475.06,0.0073574236404532175,0.013481768876661755
929,high,CE,tiangua,6,1469.94,0.006306363120388472,0.013434973046899909
930,med,RJ,saquarema,18,1465.5900000000001,0.018919089361165414,0.013395214871223343
931,high,ES,nova venecia,7,1464.74,0.0073574236404532175,0.013387446032298033
932,low,RS,rio grande,40,1464.52,0.04204242080258981,0.013385435273987955
933,high,PR,marialva,7,1464.09,0.0073574236404532175,0.013381505155472801
934,med,MG,timoteo,15,1462.95,0.01576590780097118,0.01337108577150239
935,low,SP,franco da rocha,43,1461.75,0.045195602362784054,0.013360117998901957
936,med,SP,itapolis,16,1455.8600000000001,0.016816968321035925,0.013306284515054835
937,med,RS,montenegro,17,1455.52,0.01786802884110067,0.01330317697948471
938,med,SP,campo limpo paulista,16,1453.6399999999999,0.016816968321035925,0.013285994135744033
939,high,MG,alem paraiba,7,1449.8,0.0073574236404532175,0.013250897263422648
940,med,SP,santa fe do sul,15,1447.7,0.01576590780097118,0.013231703661371894
941,high,CE,russas,6,1446.83,0.006306363120388472,0.013223752026236577
942,low,SP,paulinia,43,1444.35,0.045195602362784054,0.013201085296195682
943,low,SP,vinhedo,42,1438.07,0.0441445418427193,0.01314368728625342
944,med,SC,videira,15,1437.58,0.01576590780097118,0.013139208779108243
945,high,SE,nossa senhora do socorro,6,1435.2,0.006306363120388472,0.013117456030117386
946,med,SP,monte mor,17,1433.51,0.01786802884110067,0.013102009750371778
947,high,CE,itapaje,5,1432.59,0.005255302600323726,0.013093601124711444
948,high,MG,caete,8,1432.48,0.008408484160517963,0.013092595745556405
949,high,PE,camaragibe,7,1432.1399999999999,0.0073574236404532175,0.013089488209986282
950,high,MT,comodoro,5,1430.94,0.005255302600323726,0.013078520437385851
951,high,SC,santo amaro da imperatriz,5,1429.35,0.005255302600323726,0.013063988138690275
952,high,PA,paragominas,6,1424.1,0.006306363120388472,0.013016004133563382
953,med,MG,ituiutaba,17,1422.74,0.01786802884110067,0.013003573991282895
954,high,SP,macatuba,5,1417.5,0.005255302600323726,0.012955681384261005
955,high,MG,igarape,7,1417.1299999999999,0.0073574236404532175,0.01295229965437587
956,high,RJ,quissama,7,1416.05,0.0073574236404532175,0.012942428659035483
957,high,CE,quixada,5,1415.94,0.005255302600323726,0.012941423279880444
958,med,SP,louveira,16,1414.83,0.016816968321035925,0.012931278090225042
959,high,ES,marataizes,7,1413.25,0.0073574236404532175,0.012916837189634474
960,high,SC,porto uniao,6,1411.28,0.006306363120388472,0.012898831762948763
961,low,ES,cachoeiro de itapemirim,36,1410.02,0.03783817872233083,0.012887315601718309
962,med,SP,cacapava,16,1409.85,0.016816968321035925,0.012885761833933248
963,high,SP,rancharia,7,1409.8,0.0073574236404532175,0.012885304843408227
964,high,PI,floriano,7,1408.95,0.0073574236404532175,0.012877536004482923
965,med,SP,jaguariuna,16,1407.45,0.016816968321035925,0.012863826288732382
966,low,SP,braganca paulista,37,1406.97,0.038889239242395575,0.012859439179692208
967,high,SP,junqueiropolis,6,1405.9,0.006306363120388472,0.012849659582456823
968,high,RN,alto do rodrigues,5,1403.9499999999998,0.005255302600323726,0.01283183695198112
969,low,SP,salto,42,1402.76,0.0441445418427193,0.01282096057748569
970,high,MA,timon,7,1401.96,0.0073574236404532175,0.012813648729085404
971,high,SP,santa isabel,6,1401.54,0.006306363120388472,0.012809810008675251
972,high,RS,sao sebastiao do cai,6,1392.3,0.006306363120388472,0.012725358159651921
973,med,RJ,itaperuna,17,1390.16,0.01786802884110067,0.012705798965181148
974,med,SP,olimpia,14,1385.67,0.014714847280906435,0.01266476121603453
975,high,PR,sarandi,6,1383.07,0.006306363120388472,0.012640997708733592
976,low,ES,cariacica,39,1382.76,0.04099136028252507,0.012638164367478482
977,high,MG,tres pontas,7,1380.44,0.0073574236404532175,0.012616960007117645
978,low,RS,gravatai,36,1380.03,0.03783817872233083,0.012613212684812495
979,low,RJ,resende,39,1379.07,0.04099136028252507,0.01260443846673215
980,high,BA,valente,5,1378.73,0.005255302600323726,0.012601330931162027
981,high,MG,itamarandiba,5,1378.33,0.005255302600323726,0.012597675006961883
982,med,SP,ubatuba,16,1373.2,0.016816968321035925,0.012550787779095036
983,med,MG,vespasiano,15,1369.63,0.01576590780097118,0.012518158655608748
984,med,MG,unai,16,1369.15,0.016816968321035925,0.012513771546568577
985,low,RJ,belford roxo,37,1368.34,0.038889239242395575,0.012506368300063282
986,med,PR,araucaria,16,1365.3,0.016816968321035925,0.012478583276142187
987,med,RS,bento goncalves,16,1363.8700000000001,0.016816968321035925,0.012465513347126672
988,med,SP,pirassununga,16,1357.23,0.016816968321035925,0.012404825005404277
989,high,MG,buritizeiro,6,1356.8899999999999,0.006306363120388472,0.012401717469834154
990,high,MA,presidente dutra,7,1353.44,0.0073574236404532175,0.012370185123607911
991,med,RS,santo angelo,16,1351.95,0.016816968321035925,0.012356566805962374
992,med,GO,valparaiso de goias,16,1351.93,0.016816968321035925,0.012356384009752367
993,med,RJ,paracambi,15,1348.54,0.01576590780097118,0.012325400052156144
994,high,PR,cafelandia,6,1346.54,0.006306363120388472,0.012307120431155423
995,high,RS,sao gabriel,7,1343.32,0.0073574236404532175,0.012277690241344261
996,high,RO,vilhena,7,1342.32,0.0073574236404532175,0.012268550430843902
997,high,SC,bombinhas,7,1340.24,0.0073574236404532175,0.012249539625003154
998,high,CE,eusebio,6,1340.0,0.006306363120388472,0.012247346070483065
999,med,PE,paulista,15,1338.34,0.01576590780097118,0.012232173985052467
1000,low,SP,ferraz de vasconcelos,39,1333.72,0.04099136028252507,0.012189948060540802
1001,high,MG,santa juliana,5,1332.0,0.005255302600323726,0.012174227586480183
1002,high,RS,veranopolis,5,1331.33,0.005255302600323726,0.01216810391344494
1003,med,MT,sinop,15,1329.82,0.01576590780097118,0.012154302799589395
1004,low,SP,santa barbara d'oeste,36,1328.93,0.03783817872233083,0.012146168368244076
1005,high,RJ,sao joao da barra,5,1328.5,0.005255302600323726,0.012142238249728921
1006,high,PB,catole do rocha,5,1325.75,0.005255302600323726,0.012117103770852929
1007,low,MG,divinopolis,38,1323.66,0.03994029976246032,0.012098001566907176
1008,high,MG,ouro fino,6,1323.3799999999999,0.006306363120388472,0.012095442419967073
1009,high,AL,teotonio vilela,5,1321.19,0.005255302600323726,0.012075426234971286
1010,med,MG,ouro branco,15,1318.43,0.01576590780097118,0.01205020035799029
1011,med,GO,catalao,15,1314.67,0.01576590780097118,0.012015834670508936
1012,low,PR,ponta grossa,35,1312.59,0.036787118202266086,0.011996823864668184
1013,high,MA,bacabal,5,1310.6399999999999,0.005255302600323726,0.011979001234192481
1014,med,RJ,itaguai,15,1307.88,0.01576590780097118,0.011953775357211488
1015,high,MG,sacramento,7,1307.84,0.0073574236404532175,0.011953409764791471
1016,high,MG,conselheiro pena,6,1306.95,0.006306363120388472,0.011945275333446153
1017,high,RS,canela,7,1306.24,0.0073574236404532175,0.011938786067990896
1018,high,CE,ico,5,1303.94,0.005255302600323726,0.011917764503840068
1019,high,ES,santa maria de jetiba,6,1302.85,0.006306363120388472,0.011907802110394673
1020,high,MG,buritis,6,1302.34,0.006306363120388472,0.011903140807039489
1021,low,MG,pouso alegre,38,1302.27,0.03994029976246032,0.011902501020304464
1022,med,SP,matao,15,1301.85,0.01576590780097118,0.011898662299894313
1023,high,SC,icara,8,1300.27,0.008408484160517963,0.011884221399303743
1024,med,RJ,rio bonito,14,1294.4,0.014714847280906435,0.011830570711666629
1025,med,MG,itauna,16,1292.47,0.016816968321035925,0.011812930877400932
1026,med,BA,porto seguro,14,1289.74,0.014714847280906435,0.011787979194734947
1027,low,MG,sete lagoas,35,1289.42,0.036787118202266086,0.011785054455374833
1028,high,SP,presidente epitacio,6,1289.24,0.006306363120388472,0.011783409289484768
1029,high,MG,diamantina,7,1287.4,0.0073574236404532175,0.011766592038164105
1030,high,RS,vacaria,6,1286.9,0.006306363120388472,0.011762022132913925
1031,med,AC,rio branco,14,1285.4,0.014714847280906435,0.011748312417163384
1032,med,RJ,armacao dos buzios,13,1284.89,0.013663786760841689,0.0117436511138082
1033,high,RJ,paty do alferes,6,1284.03,0.006306363120388472,0.01173579087677789
1034,high,RS,eldorado do sul,5,1281.55,0.005255302600323726,0.011713124146736994
1035,high,SP,santo anastacio,7,1280.28,0.0073574236404532175,0.011701516587401537
1036,high,PR,loanda,7,1272.42,0.0073574236404532175,0.011629677676868705
1037,med,RS,sapucaia do sul,15,1270.5,0.01576590780097118,0.011612129240708011
1038,high,SP,quata,5,1270.19,0.005255302600323726,0.011609295899452901
1039,med,MG,sao lourenco,13,1261.73,0.013663786760841689,0.011531973102619851
1040,high,SC,ararangua,5,1261.19,0.005255302600323726,0.011527037604949655
1041,high,SP,itaporanga,6,1260.34,0.006306363120388472,0.011519268766024347
1042,med,GO,itumbiara,14,1257.94,0.014714847280906435,0.011497333220823483
1043,low,RJ,cabo frio,32,1253.37,0.03363393664207185,0.011455564286836835
1044,med,SP,registro,14,1252.77,0.014714847280906435,0.011450080400536619
1045,high,MG,januaria,5,1249.27,0.005255302600323726,0.011418091063785359
1046,med,MG,guaxupe,13,1248.78,0.013663786760841689,0.011413612556640182
1047,high,MG,mantena,5,1247.99,0.005255302600323726,0.011406392106344898
1048,high,RJ,iguaba grande,4,1247.9499999999998,0.004204242080258981,0.01140602651392488
1049,high,SP,ibate,7,1244.71,0.0073574236404532175,0.011376413527903716
